posi_id,legacy_id,title,issn_online,openalex_source_id,article_count,minted_or_reused
POSI-J-025375,j-bench-journal-of-family-business-strategy-2709,"Journal of Family Business Strategy",1877-8585,S118119388,531,minted
POSI-J-014314,j-bench-the-journal-of-finance-and-data-science-2710,"The Journal of Finance and Data Science",2405-9188,S2898431940,179,reused
POSI-J-025376,j-bench-journal-of-financial-economics-2711,"Journal of Financial Economics",0304-405X,S149240962,4881,minted
POSI-J-025377,j-bench-journal-of-financial-intermediation-2712,"Journal of Financial Intermediation",1042-9573,S5984737,1036,minted
POSI-J-025378,j-bench-journal-of-financial-markets-2713,"Journal of Financial Markets",1386-4181,S127646213,915,minted
POSI-J-025379,j-bench-journal-of-financial-stability-2714,"Journal of Financial Stability",1572-3089,S121634618,1359,minted
POSI-J-025380,j-bench-journal-of-fluency-disorders-2715,"Journal of Fluency Disorders",0094-730X,S157553855,2487,minted
POSI-J-025381,j-bench-journal-of-fluids-and-structures-2716,"Journal of Fluids and Structures",0889-9746,S160220869,4479,minted
POSI-J-025382,j-bench-journal-of-fluorine-chemistry-2717,"Journal of Fluorine Chemistry",0022-1139,S81947917,11824,minted
POSI-J-025383,j-bench-journal-of-food-composition-and-analysis-2718,"Journal of Food Composition and Analysis",0889-1575,S25323420,9055,minted
POSI-J-025384,j-bench-the-journal-of-foot-and-ankle-surgery-2719,"The Journal of Foot and Ankle Surgery",1067-2516,S194540436,5937,minted
POSI-J-025385,j-bench-journal-of-forensic-and-legal-medicine-2720,"Journal of Forensic and Legal Medicine",1752-928X,S10107356,3070,minted
POSI-J-005089,j-bench-the-journal-of-frailty-aging-2721,"The Journal of Frailty & Aging",2260-1341,S2764945019,747,reused
POSI-J-025386,j-bench-journal-fran-ais-d-ophtalmologie-2722,"Journal Français d'Ophtalmologie",0181-5512,S179325419,9284,minted
POSI-J-025387,j-bench-journal-of-fuel-chemistry-and-technology-2723,"Journal of Fuel Chemistry and Technology",1872-5813,S4210231288,1254,minted
POSI-J-025388,j-bench-journal-of-functional-analysis-2724,"Journal of Functional Analysis",0022-1236,S54953690,10844,minted
POSI-J-000808,j-bench-journal-of-functional-foods-2725,"Journal of Functional Foods",1756-4646,S8548135,7306,reused
POSI-J-004997,j-bench-journal-of-future-foods-2726,"Journal of Future Foods",2772-5669,S4210207565,816,reused
POSI-J-025389,j-bench-journal-of-gender-specific-imaging-2727,"Journal of Gender-Specific Imaging",3117-9010,,0,minted
POSI-J-025390,j-bench-journal-of-genetics-and-genomics-2728,"Journal of Genetics and Genomics",1673-8527,S54145736,2182,minted
POSI-J-025391,j-bench-journal-of-geochemical-exploration-2729,"Journal of Geochemical Exploration",0375-6742,S183209598,5980,minted
POSI-J-025392,j-bench-journal-of-geodynamics-2730,"Journal of Geodynamics",0264-3707,S140409716,2493,minted
POSI-J-025393,j-bench-journal-of-geomechanics-and-measurements-2731,"Journal of Geomechanics and Measurements",3117-843X,S7407057199,1,minted
POSI-J-025394,j-bench-journal-of-geometry-and-physics-2732,"Journal of Geometry and Physics",0393-0440,S105977992,5598,minted
POSI-J-025395,j-bench-journal-of-geophysical-prospecting-2733,"Journal of Geophysical Prospecting",3117-6518,S7407055850,30,minted
POSI-J-025396,j-bench-journal-of-geriatric-oncology-2734,"Journal of Geriatric Oncology",1879-4068,S199414623,4124,minted
POSI-J-001723,j-bench-journal-of-ginseng-research-2735,"Journal of Ginseng Research",1226-8453,S195727172,2392,reused
POSI-J-001333,j-bench-journal-of-global-antimicrobial-resistance-2736,"Journal of Global Antimicrobial Resistance",2213-7165,S2764745279,3255,reused
POSI-J-015470,j-bench-journal-of-government-and-economics-2737,"Journal of Government and Economics",2667-3193,S4210238878,148,reused
POSI-J-025397,j-bench-journal-of-great-lakes-research-2738,"Journal of Great Lakes Research",0380-1330,S132336575,5278,minted
POSI-J-025398,j-bench-journal-of-gynecology-obstetrics-and-human-reproduction-2739,"Journal of Gynecology Obstetrics and Human Reproduction",2468-7847,S2764907228,1837,minted
POSI-J-025399,j-bench-journal-of-hand-and-microsurgery-2740,"Journal of Hand and Microsurgery",0974-3227,S117581584,1012,minted
POSI-J-003503,j-bench-journal-of-hand-surgery-global-online-2741,"Journal of Hand Surgery Global Online",2589-5141,S4210203138,1118,reused
POSI-J-025400,j-bench-journal-of-hand-therapy-2742,"Journal of Hand Therapy",0894-1130,S27091128,3602,minted
POSI-J-002941,j-bench-journal-of-hazardous-materials-advances-2743,"Journal of Hazardous Materials Advances",2772-4166,S4210197718,1464,reused
POSI-J-025401,j-bench-journal-of-hazardous-materials-air-2744,"Journal of Hazardous Materials: Air",3117-941X,,0,minted
POSI-J-014179,j-bench-journal-of-hazardous-materials-letters-2745,"Journal of Hazardous Materials Letters",2666-9110,S4210224131,192,reused
POSI-J-025402,j-bench-journal-of-hazardous-materials-organics-2746,"Journal of Hazardous Materials: Organics",3051-0597,S5407051975,38,minted
POSI-J-025403,j-bench-journal-of-hazardous-materials-plastics-2747,"Journal of Hazardous Materials: Plastics",3051-0600,S5407051404,72,minted
POSI-J-025404,j-bench-journal-of-health-economics-2748,"Journal of Health Economics",0167-6296,S166621295,3048,minted
POSI-J-025405,j-bench-journal-of-healthcare-quality-research-2749,"Journal of Healthcare Quality Research",2603-6479,S2898249226,614,minted
POSI-J-025406,j-bench-the-journal-of-heart-and-lung-transplantation-2750,"The Journal of Heart and Lung Transplantation",1053-2498,S42270594,31787,minted
POSI-J-025407,j-bench-journal-of-herbal-medicine-2751,"Journal of Herbal Medicine",2210-8033,S184565882,1133,minted
POSI-J-025408,j-bench-journal-of-high-energy-astrophysics-2752,"Journal of High Energy Astrophysics",2214-4048,S2898380114,701,minted
POSI-J-025409,j-bench-the-journal-of-high-technology-management-research-2753,"The Journal of High Technology Management Research",1047-8310,S1234856,653,minted
POSI-J-025410,j-bench-journal-of-historical-geography-2754,"Journal of Historical Geography",0305-7488,S202848731,5715,minted
POSI-J-025411,j-bench-journal-of-holistic-integrative-pharmacy-2755,"Journal of Holistic Integrative Pharmacy",2950-175X,,0,minted
POSI-J-025412,j-bench-journal-of-hospital-infection-2756,"Journal of Hospital Infection",0195-6701,S87161179,11575,minted
POSI-J-025413,j-bench-journal-of-hospitality-leisure-sport-tourism-education-2757,"Journal of Hospitality, Leisure, Sport & Tourism Education",1473-8376,S137554564,782,minted
POSI-J-025414,j-bench-journal-of-hospitality-and-tourism-management-2758,"Journal of Hospitality and Tourism Management",1447-6770,S187788904,1682,minted
POSI-J-025415,j-bench-journal-of-housing-economics-2759,"Journal of Housing Economics",1051-1377,S57862637,1070,minted
POSI-J-025416,j-bench-journal-of-hydro-environment-research-2760,"Journal of Hydro-environment Research",1570-6443,S72160414,847,minted
POSI-J-001214,j-bench-journal-of-hydrology-regional-studies-2761,"Journal of Hydrology: Regional Studies",2214-5818,S2898247721,3827,reused
POSI-J-014221,j-bench-journal-of-hydrology-x-2762,"Journal of Hydrology X",2589-9155,S4210240423,180,reused
POSI-J-025417,j-bench-journal-of-immunological-methods-2763,"Journal of Immunological Methods",0022-1759,S201669150,14295,minted
POSI-J-025418,j-bench-journal-of-immunology-and-regenerative-medicine-2764,"Journal of Immunology and Regenerative Medicine",2468-4988,S2898177172,74,minted
POSI-J-025419,j-bench-journal-of-the-indian-chemical-society-2765,"Journal of the Indian Chemical Society",0019-4522,S2765077160,3240,minted
POSI-J-025420,j-bench-journal-of-industrial-and-engineering-chemistry-2766,"Journal of Industrial and Engineering Chemistry",1226-086X,S145420111,9786,minted
POSI-J-025421,j-bench-journal-of-industrial-information-integration-2767,"Journal of Industrial Information Integration",2452-414X,S2898195457,919,minted
POSI-J-018338,j-bench-journal-of-industrial-safety-2768,"Journal of Industrial Safety",2950-2764,S4404664271,77,reused
POSI-J-000674,j-bench-journal-of-infection-2769,"Journal of Infection",0163-4453,S19579164,10799,reused
POSI-J-025422,j-bench-journal-of-infection-and-chemotherapy-2770,"Journal of Infection and Chemotherapy",1341-321X,S141781860,4577,minted
POSI-J-001261,j-bench-journal-of-infection-and-public-health-2771,"Journal of Infection and Public Health",1876-0341,S53706017,3499,reused
POSI-J-014260,j-bench-journal-of-information-and-intelligence-2772,"Journal of Information and Intelligence",2949-7159,S4387283396,184,reused
POSI-J-025423,j-bench-journal-of-information-security-and-applications-2773,"Journal of Information Security and Applications",2214-2126,S4210191536,2069,minted
POSI-J-025424,j-bench-journal-of-informetrics-2774,"Journal of Informetrics",1751-1577,S205292342,1713,minted
POSI-J-003612,j-bench-journal-of-innovation-knowledge-2775,"Journal of Innovation & Knowledge",2444-569X,S2898307581,1098,reused
POSI-J-025425,j-bench-journal-of-inorganic-biochemistry-2776,"Journal of Inorganic Biochemistry",0162-0134,S155362585,12803,minted
POSI-J-025426,j-bench-journal-of-insect-physiology-2777,"Journal of Insect Physiology",0022-1910,S98276404,10324,minted
POSI-J-025427,j-bench-journal-of-integrative-horticulture-2778,"Journal of Integrative Horticulture",3051-2905,S7407056180,6,minted
POSI-J-025428,j-bench-journal-of-integrative-medicine-2779,"Journal of Integrative Medicine",2095-4964,S117289385,2882,minted
POSI-J-025429,j-bench-journal-of-intensive-medicine-2780,"Journal of Intensive Medicine",2667-100X,S4210197136,326,minted
POSI-J-025430,j-bench-journal-of-international-accounting-auditing-and-taxation-2781,"Journal of International Accounting, Auditing and Taxation",1061-9518,S132432621,725,minted
POSI-J-025431,j-bench-journal-of-international-ceramic-studies-2782,"Journal of International Ceramic Studies",3050-9971,S5407047530,36,minted
POSI-J-025432,j-bench-journal-of-international-economics-2783,"Journal of International Economics",0022-1996,S198098467,4245,minted
POSI-J-025433,j-bench-journal-of-international-financial-markets-institutions-and--2784,"Journal of International Financial Markets, Institutions and Money",1042-4431,S82743730,2180,minted
POSI-J-025434,j-bench-journal-of-international-management-2785,"Journal of International Management",1075-4253,S960608072,1248,minted
POSI-J-025435,j-bench-journal-of-international-money-and-finance-2786,"Journal of International Money and Finance",0261-5606,S10747938,3811,minted
POSI-J-025436,j-bench-journal-of-interprofessional-education-practice-2787,"Journal of Interprofessional Education & Practice",2405-4526,S2764986774,893,minted
POSI-J-012947,j-bench-journal-of-interventional-medicine-2788,"Journal of Interventional Medicine",2096-3602,S4210181347,210,reused
POSI-J-025437,j-bench-journal-of-invertebrate-pathology-2789,"Journal of Invertebrate Pathology",0022-2011,S115815424,8354,minted
POSI-J-025438,j-bench-journal-of-investigative-dermatology-2790,"Journal of Investigative Dermatology",0022-202X,S28607811,45708,minted
POSI-J-025439,j-bench-journal-of-investigative-dermatology-symposium-proceedings-2791,"Journal of Investigative Dermatology Symposium Proceedings",1087-0024,S116973605,626,minted
POSI-J-013150,j-bench-journal-of-ionic-liquids-2792,"Journal of Ionic Liquids",2772-4220,S4210239119,208,reused
POSI-J-025440,j-bench-journal-of-the-japanese-and-international-economies-2793,"Journal of the Japanese and International Economies",0889-1583,S160393188,1245,minted
POSI-J-015239,j-bench-journal-of-joint-surgery-and-research-2794,"Journal of Joint Surgery and Research",2949-7051,S4387286987,155,reused
POSI-J-001387,j-bench-journal-of-king-saud-university-computer-and-information-sci-2795,"Journal of King Saud University - Computer and Information Sciences",1319-1578,S2764955546,3156,reused
POSI-J-003043,j-bench-journal-of-king-saud-university-engineering-sciences-2796,"Journal of King Saud University - Engineering Sciences",1018-3639,S2764977103,1272,reused
POSI-J-025441,j-bench-journal-of-king-saud-university-science-2797,"Journal of King Saud University - Science",1018-3647,S163784168,3646,minted
POSI-J-000635,j-bench-journal-of-lipid-research-2798,"Journal of Lipid Research",0022-2275,S11400418,13157,reused
POSI-J-008173,j-bench-the-journal-of-liquid-biopsy-2799,"The Journal of Liquid Biopsy",2950-1954,S4387291454,438,reused
POSI-J-010331,j-bench-journal-of-liver-transplantation-2800,"Journal of Liver Transplantation",2666-9676,S4210227752,325,reused
POSI-J-025442,j-bench-journal-of-logical-and-algebraic-methods-in-programming-2801,"Journal of Logical and Algebraic Methods in Programming",2352-2208,S4210169521,752,minted
POSI-J-025443,j-bench-journal-of-loss-prevention-in-the-process-industries-2802,"Journal of Loss Prevention in the Process Industries",0950-4230,S97378760,5367,minted
POSI-J-025444,j-bench-journal-of-macroeconomics-2803,"Journal of Macroeconomics",0164-0704,S176795851,3666,minted
POSI-J-001850,j-bench-journal-of-magnesium-and-alloys-2804,"Journal of Magnesium and Alloys",2213-9567,S2764981684,2259,reused
POSI-J-025445,j-bench-journal-of-magnetic-resonance-2805,"Journal of Magnetic Resonance",1090-7807,S90573847,7110,minted
POSI-J-012892,j-bench-journal-of-magnetic-resonance-open-2806,"Journal of Magnetic Resonance Open",2666-4410,S4210238029,215,reused
POSI-J-011467,j-bench-journal-of-management-science-and-engineering-2807,"Journal of Management Science and Engineering",2096-2320,S4210176257,266,reused
POSI-J-025446,j-bench-journal-of-manipulative-and-physiological-therapeutics-2808,"Journal of Manipulative and Physiological Therapeutics",0161-4754,S104377164,3433,minted
POSI-J-025447,j-bench-journal-of-manufacturing-processes-2809,"Journal of Manufacturing Processes",1526-6125,S120037611,8290,minted
POSI-J-025448,j-bench-journal-of-manufacturing-systems-2810,"Journal of Manufacturing Systems",0278-6125,S201698446,4149,minted
POSI-J-025449,j-bench-journal-of-marine-systems-2811,"Journal of Marine Systems",0924-7963,S195909765,4264,minted
POSI-J-025450,j-bench-journal-of-mass-spectrometry-and-advances-in-the-clinical-la-2812,"Journal of Mass Spectrometry and Advances in the Clinical Lab",2667-145X,S4210202914,195,minted
POSI-J-025451,j-bench-journal-of-materials-processing-technology-2813,"Journal of Materials Processing Technology",0924-0136,S127530304,18725,minted
POSI-J-025452,j-bench-journal-of-materials-research-and-technology-2814,"Journal of Materials Research and Technology",2238-7854,S2765010971,18234,minted
POSI-J-025453,j-bench-journal-of-materials-science-technology-2815,"Journal of Materials Science & Technology",1005-0302,S135187643,11120,minted
POSI-J-003122,j-bench-journal-of-materiomics-2816,"Journal of Materiomics",2352-8478,S2764607427,1250,reused
POSI-J-025454,j-bench-the-journal-of-mathematical-behavior-2817,"The Journal of Mathematical Behavior",0732-3123,S161209770,1495,minted
POSI-J-025455,j-bench-journal-of-mathematical-economics-2818,"Journal of Mathematical Economics",0304-4068,S202934171,3055,minted
POSI-J-025456,j-bench-journal-of-mathematical-psychology-2819,"Journal of Mathematical Psychology",0022-2496,S126294776,2784,minted
POSI-J-025457,j-bench-journal-de-math-matiques-pures-et-appliqu-es-2820,"Journal de Mathématiques Pures et Appliquées",0021-7824,S61246407,2431,minted
POSI-J-025458,j-bench-journal-of-the-mechanical-behavior-of-biomedical-materials-2821,"Journal of the Mechanical Behavior of Biomedical Materials",1751-6161,S100249163,7345,minted
POSI-J-025459,j-bench-journal-of-the-mechanics-and-physics-of-solids-2822,"Journal of the Mechanics and Physics of Solids",0022-5096,S105775785,7742,minted
POSI-J-025460,j-bench-journal-of-medical-imaging-and-radiation-sciences-2823,"Journal of Medical Imaging and Radiation Sciences",1939-8654,S177542251,3936,minted
POSI-J-016666,j-bench-journal-of-membrane-science-letters-2824,"Journal of Membrane Science Letters",2772-4212,S4210204796,120,reused
POSI-J-025461,j-bench-journal-of-memory-and-language-2825,"Journal of Memory and Language",0749-596X,S53787413,2725,minted
POSI-J-025462,j-bench-journal-of-microbiological-methods-2826,"Journal of Microbiological Methods",0167-7012,S24124513,7579,minted
POSI-J-001525,j-bench-journal-of-microbiology-immunology-and-infection-2827,"Journal of Microbiology, Immunology and Infection",1684-1182,S7766676,2759,reused
